ProspectiveBuyerKey,FirstName,LastName,Age,MaritalStatus,Gender,AnnualIncome,TotalChildren,ChildrenAtHomeCount,EducationLevel,WorkClass,HomeOwnership,CarsOwned,City,StateProvinceCode,PostalCode,Unknown
525,Kirsten,Anderson,45,M,F,90000,4,4,Partial Co,Professional,0,3,Concord,ND,58143,4
526,Erik,Larson,35,S,M,20000,0,0,High Schoo,Manual,0,1,Daly City,ND,58134,4
527,John,Johnson,48,S,M,10000,1,0,Graduate D,Manual,0,0,Bremerton,MN,56003,1
528,Hans,Anderson,36,M,M,30000,0,0,Partial Co,Clerical,0,1,Colma,ND,58284,4
529,Erika,Anderson,51,M,F,90000,1,0,Bachelors,Professional,0,1,Cheyenne,WY,82001,3
530,Ingrid,Olson,32,S,F,20000,0,0,Partial Co,Manual,0,0,Concord,ND,58528,4
531,Inga,Carlson,47,S,F,40000,1,0,Bachelors,Skilled Manual,1,0,Chula Vista,ND,58815,4
532,John,Anderson,77,S,M,90000,4,0,Bachelors,Management,0,1,City Of Commerce,ND,58810,4
533,Erik,Hanson,57,S,M,90000,4,2,Partial Co,Professional,0,2,Lake Oswego,SD,57400,1
534,Sven,Hanson,38,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Spokane,MN,55156,1
535,Sven,Johnson,44,S,M,60000,0,0,Graduate D,Professional,1,0,Lynnwood,MN,56403,1
536,Ole,Olson,60,S,M,10000,2,1,Partial Hi,Clerical,1,3,Portland,SD,57236,1
537,Erik,Olson,33,M,M,30000,0,0,Partial Hi,Clerical,1,2,Colma,ND,58240,4
538,Ole,Hanson,48,S,M,40000,1,0,Partial Co,Clerical,1,1,Chula Vista,ND,58302,4
539,Erika,Carlson,38,S,F,120000,0,5,Partial Hi,Professional,1,4,Burlingame,ND,58329,4
540,Erika,Anderson,37,S,F,50000,1,0,Graduate D,Skilled Manual,1,0,Woodburn,SD,57015,1
541,John,Olson,37,S,M,70000,0,0,Partial Co,Professional,0,2,Oregon City,SD,57321,1
542,Hans,Larson,44,M,M,90000,0,0,Bachelors,Professional,1,0,Palo Alto,ND,58187,4
543,Erika,Olson,44,M,F,80000,5,5,Graduate D,Management,0,3,Edmonds,MN,55904,1
544,Hans,Anderson,70,S,M,130000,2,3,Bachelors,Management,0,4,Colma,ND,58586,4
545,Inga,Hanson,41,S,F,30000,1,0,Bachelors,Clerical,1,0,Chula Vista,ND,58306,4
546,Carl,Carlson,53,S,M,50000,5,0,Bachelors,Management,1,3,Lake Oswego,SD,57246,1
547,John,Carlson,51,S,M,20000,2,0,Partial Co,Manual,0,1,Colma,ND,58029,4
548,Ole,Olson,40,S,M,80000,4,4,Graduate D,Management,1,1,Colma,ND,58591,4
549,Katrin,Hanson,44,S,F,110000,0,0,Graduate D,Management,0,3,Palo Alto,ND,58413,4
550,Erika,Olson,64,M,F,60000,4,0,Bachelors,Management,0,2,Concord,ND,58400,4
551,Ole,Anderson,36,S,M,70000,5,5,Bachelors,Professional,1,3,Colma,ND,58479,4
552,Ingrid,Johnson,59,M,F,20000,2,1,Partial Hi,Clerical,1,2,Portland,SD,57574,1
553,Carl,Carlson,46,M,M,50000,4,2,Bachelors,Skilled Manual,0,2,Colma,ND,58650,4
554,John,Carlson,41,M,M,40000,0,0,Graduate D,Clerical,1,0,Colma,ND,58147,4
555,Ella,Hanson,33,S,F,100000,0,5,High Schoo,Management,1,3,Concord,ND,58329,4
556,Sven,Carlson,51,M,M,70000,1,0,Graduate D,Professional,1,1,Spring Valley,ND,58465,4
557,Hans,Carlson,51,M,M,70000,2,0,Graduate D,Professional,1,1,Bellingham,MN,55802,1
558,Ole,Larson,38,M,M,40000,4,4,Partial Co,Clerical,0,2,Spokane,MN,55301,1
559,Ingrid,Olson,36,S,F,40000,3,3,Partial Co,Clerical,1,2,Colma,ND,58586,4
560,Kirsten,Carlson,63,M,F,50000,2,1,Bachelors,Management,1,1,Ballard,MN,55505,1
561,Hans,Anderson,58,S,M,20000,2,0,Partial Co,Manual,1,1,Chula Vista,ND,58473,4
562,Ella,Hanson,30,S,F,30000,0,0,High Schoo,Skilled Manual,1,2,Upland,ND,58709,4
563,Kirsten,Larson,42,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,San Gabriel,ND,58808,4
564,Ole,Johnson,34,S,M,30000,0,0,Partial Co,Clerical,0,1,Bremerton,MN,56727,1
565,John,Hanson,37,S,M,50000,0,0,Graduate D,Skilled Manual,1,0,Colma,ND,58272,4
566,Erik,Anderson,44,M,M,50000,0,0,Graduate D,Skilled Manual,1,0,Palo Alto,ND,58541,4
567,John,Larson,51,S,M,50000,4,0,Graduate D,Skilled Manual,0,0,Colma,ND,58332,4
568,Sven,Hanson,38,M,M,70000,4,0,Graduate D,Professional,1,0,Oregon City,SD,57309,1
569,Carl,Johnson,49,M,M,60000,1,0,Partial Co,Skilled Manual,1,1,Palo Alto,ND,58434,4
570,Kirsten,Olson,32,S,F,30000,0,0,High Schoo,Manual,0,1,Burlingame,ND,58184,4
571,Carl,Johnson,64,M,M,70000,5,0,Bachelors,Management,1,2,Gilroy,ND,58509,4
572,Ole,Carlson,43,M,M,50000,0,0,Partial Co,Skilled Manual,1,1,Sherman Oaks,ND,58412,4
573,Carl,Olson,32,M,M,40000,0,0,Partial Hi,Clerical,0,2,Coronado,ND,58139,4
574,Inga,Hanson,66,S,F,80000,5,0,Bachelors,Management,1,2,Colma,ND,58510,4
575,John,Johnson,36,S,M,30000,0,0,Partial Co,Clerical,1,1,Altamonte Springs,WI,53518,5
576,Carl,Carlson,46,M,M,10000,3,2,Partial Hi,Manual,1,1,Los Angeles,ND,58454,4
577,John,Larson,63,S,M,50000,2,1,Partial Co,Professional,0,1,Imperial Beach,ND,58172,4
578,Hans,Carlson,55,M,M,110000,3,4,Partial Co,Professional,1,4,Colma,ND,58842,4
579,Kirsten,Johnson,42,S,F,40000,0,0,Graduate D,Clerical,1,0,Spring Valley,ND,58277,4
580,Ole,Johnson,56,S,M,110000,3,4,Bachelors,Management,1,4,Colma,ND,58809,4
581,Carl,Hanson,46,S,M,80000,4,3,Partial Co,Professional,1,2,Novato,ND,58233,4
582,Hans,Larson,36,M,M,30000,0,0,Partial Co,Clerical,0,1,Baltimore,WY,82439,2
583,Carl,Hanson,35,M,M,30000,0,0,Partial Co,Clerical,1,1,Torrance,ND,58728,4
584,Inga,Anderson,44,M,F,30000,1,1,Bachelors,Clerical,1,1,Milpitas,ND,58680,4
585,Carl,Carlson,30,S,M,50000,0,0,High Schoo,Skilled Manual,0,2,Milwaukie,SD,57530,1
586,John,Carlson,53,S,M,50000,2,0,High Schoo,Professional,0,2,Chula Vista,ND,58802,4
587,Carl,Hanson,50,S,M,90000,2,1,High Schoo,Professional,1,1,Everett,MN,55400,1
588,Ole,Hanson,44,M,M,30000,2,2,Partial Co,Manual,1,0,Bellflower,ND,58748,4
589,Katrin,Carlson,34,S,F,50000,0,0,Partial Co,Skilled Manual,0,1,New York,MN,56058,2
590,John,Carlson,67,M,M,20000,2,0,Partial Co,Manual,1,0,Bremerton,MN,55940,1
591,Kirsten,Johnson,59,S,F,50000,2,1,High Schoo,Professional,1,2,Issaquah,MN,55564,1
592,Inga,Carlson,44,S,F,40000,0,0,Bachelors,Skilled Manual,0,0,Seattle,MN,56220,1
593,Kirsten,Larson,42,S,F,90000,4,4,Partial Co,Skilled Manual,1,2,Bremerton,MN,55778,1
594,John,Olson,44,M,M,10000,4,4,Partial Hi,Manual,1,2,Chula Vista,ND,58106,4
595,Katrin,Johnson,50,S,F,10000,1,1,High Schoo,Manual,0,0,Colma,ND,58535,4
596,Kirsten,Johnson,47,M,F,20000,3,3,High Schoo,Manual,0,1,Baytown,OH,44040,4
597,John,Johnson,38,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Chula Vista,ND,58525,4
598,Inga,Hanson,69,S,F,70000,5,0,Graduate D,Management,1,2,Milwaukie,SD,57171,1
599,Carl,Larson,35,S,M,60000,0,0,Partial Hi,Skilled Manual,0,3,Concord,ND,58368,4
600,Katrin,Anderson,37,S,F,50000,0,0,Graduate D,Skilled Manual,0,0,Sedro Woolley,MN,56277,1
601,Ella,Larson,63,S,F,100000,3,4,High Schoo,Management,0,4,Chula Vista,ND,58112,4
602,John,Olson,38,M,M,90000,0,0,Partial Hi,Professional,0,3,Colma,ND,58832,4
603,Ella,Carlson,49,M,F,50000,1,0,Partial Co,Skilled Manual,1,1,Novi,WY,82453,0
604,Kirsten,Carlson,40,S,F,30000,2,2,Partial Co,Clerical,1,0,Carrollton,OH,43211,4
605,Hans,Olson,37,M,M,50000,0,0,Graduate D,Skilled Manual,1,0,Chula Vista,ND,58817,4
606,John,Hanson,75,S,M,40000,3,0,Partial Co,Professional,0,2,Concord,ND,58505,4
607,John,Larson,67,M,M,40000,2,0,Bachelors,Management,0,2,Chula Vista,ND,58538,4
608,Hans,Anderson,48,M,M,60000,1,0,Partial Co,Skilled Manual,0,1,Newport Beach,ND,58337,4
609,Sven,Larson,67,S,M,70000,5,0,Bachelors,Management,1,2,Atlanta,WY,82732,5
610,Hans,Olson,49,M,M,30000,4,0,Graduate D,Clerical,1,0,Seattle,MN,56390,1
611,John,Carlson,48,M,M,60000,1,0,Bachelors,Professional,1,1,Monroe,WY,82620,0
612,John,Larson,72,M,M,50000,3,0,Graduate D,Management,1,2,Carnation,MN,55289,1
613,Ella,Olson,39,M,F,50000,1,1,Graduate D,Skilled Manual,0,0,Woodburn,SD,57272,1
614,Ole,Hanson,33,S,M,40000,0,0,Partial Hi,Clerical,0,2,Bellingham,MN,55131,1
615,Sven,Hanson,61,S,M,10000,2,1,High Schoo,Skilled Manual,0,2,La Jolla,ND,58522,4
616,Hans,Carlson,62,M,M,30000,3,0,Partial Co,Clerical,0,2,Milwaukie,SD,57721,1
617,Ole,Anderson,59,S,M,60000,2,1,Partial Co,Professional,0,1,Duvall,MN,56291,1
618,Inga,Olson,42,M,F,30000,1,1,Bachelors,Clerical,1,0,Coronado,ND,58028,4
619,Erik,Carlson,32,S,M,30000,0,0,High Schoo,Manual,1,1,Santa Monica,ND,58275,4
620,John,Johnson,46,S,M,50000,4,4,Bachelors,Skilled Manual,1,3,Idaho Falls,IA,51001,0
621,Hans,Hanson,53,M,M,70000,2,1,Partial Co,Professional,1,0,El Segundo,ND,58302,4
622,Erik,Larson,51,S,M,100000,1,1,Bachelors,Management,0,3,Portland,SD,57088,1
623,Ella,Anderson,74,S,F,40000,3,0,Partial Co,Professional,0,2,Concord,ND,58437,4
624,Sven,Anderson,44,S,M,50000,0,0,Graduate D,Skilled Manual,1,0,Everett,MN,56657,1
625,Erika,Carlson,40,S,F,40000,2,0,Partial Co,Clerical,1,1,Bothell,MN,56638,1
626,Ole,Olson,34,S,M,40000,0,0,High Schoo,Skilled Manual,1,2,Concord,ND,58822,4
627,Carl,Hanson,48,S,M,30000,1,0,Partial Co,Clerical,1,1,Olympia,MN,56416,1
628,Hans,Olson,57,S,M,70000,4,3,High Schoo,Professional,0,1,Kansas City,NE,68398,0
629,Erik,Larson,50,S,M,40000,2,0,Partial Co,Clerical,0,1,Hamden,OH,44280,0
630,John,Carlson,37,M,M,70000,0,0,Partial Co,Professional,1,2,Beverly Hills,ND,58854,4
631,Carl,Hanson,38,M,M,20000,0,0,Partial Hi,Manual,1,2,Woodburn,SD,57133,1
632,Hans,Anderson,34,M,M,50000,1,1,Graduate D,Skilled Manual,0,0,Concord,ND,58500,4
633,Erika,Olson,40,M,F,100000,0,5,Partial Hi,Professional,0,4,Concord,ND,58503,4
634,Sven,Carlson,39,S,M,80000,0,0,Partial Hi,Professional,1,4,Las Vegas,MT,59086,4
635,Kirsten,Olson,40,S,F,70000,0,0,Bachelors,Professional,0,1,Seattle,MN,56211,1
636,John,Carlson,33,S,M,30000,0,0,Partial Hi,Clerical,1,2,Downey,ND,58182,4
637,Erik,Hanson,49,S,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Chula Vista,ND,58034,4
638,John,Hanson,46,S,M,50000,4,4,Bachelors,Skilled Manual,0,3,Oakland,ND,58315,4
639,John,Hanson,44,M,M,120000,0,0,Graduate D,Management,0,3,Bellingham,MN,56743,1
640,Carl,Carlson,49,M,M,80000,5,4,Partial Co,Professional,0,3,Miami,WI,54665,5
641,Carl,Johnson,43,S,M,20000,1,1,Partial Co,Manual,1,1,Mill Valley,ND,58598,4
642,John,Larson,43,M,M,20000,1,1,Partial Co,Manual,1,1,Bellflower,ND,58136,4
643,Carl,Hanson,44,M,M,70000,4,0,Graduate D,Professional,1,0,Bremerton,MN,55596,1
644,Ella,Johnson,43,M,F,100000,1,0,Bachelors,Management,1,2,Redwood City,ND,58532,4
645,John,Anderson,45,S,M,90000,4,4,Partial Co,Professional,0,3,Colma,ND,58520,4
646,Erika,Anderson,39,M,F,100000,0,5,High Schoo,Management,0,4,Burlingame,ND,58619,4
647,Sven,Larson,39,M,M,80000,0,0,Partial Hi,Professional,0,4,Concord,ND,58284,4
648,Inga,Anderson,62,S,F,30000,2,1,Partial Hi,Skilled Manual,1,4,Port Orchard,MN,55122,1
649,Hans,Carlson,34,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,Los Angeles,ND,58311,4
650,John,Olson,75,M,M,60000,2,0,Graduate D,Management,1,2,Burlingame,ND,58147,4
651,Ole,Olson,32,S,M,40000,0,0,Partial Hi,Clerical,0,2,Burbank,OH,44214,3
652,Erik,Olson,37,S,M,60000,0,0,Partial Co,Skilled Manual,0,2,Marysville,MN,56738,1
653,Sven,Johnson,71,M,M,70000,5,0,Graduate D,Management,1,2,West Covina,ND,58358,4
654,Hans,Johnson,33,S,M,30000,0,0,Partial Hi,Clerical,1,2,Kendall,WI,54595,5
655,Carl,Larson,65,M,M,40000,5,0,High Schoo,Professional,0,2,San Diego,ND,58678,4
656,Ole,Carlson,41,M,M,90000,1,0,Graduate D,Management,1,0,Yakima,MN,55961,1
657,Hans,Larson,60,M,M,30000,3,0,Partial Co,Clerical,1,2,Colma,ND,58479,4
658,Ole,Hanson,61,M,M,30000,4,0,High Schoo,Professional,1,2,Kelso,MN,56632,1
659,Ole,Johnson,45,S,M,40000,1,0,Bachelors,Skilled Manual,0,0,Olympia,MN,55018,1
660,Carl,Olson,31,M,M,40000,3,3,Partial Co,Clerical,1,1,Seattle,MN,55200,1
661,Ole,Johnson,46,M,M,80000,4,3,Partial Co,Professional,1,1,Bellingham,MN,55681,1
662,Carl,Anderson,42,M,M,50000,2,2,Bachelors,Skilled Manual,1,1,Oregon City,SD,57106,1
663,Erika,Anderson,43,M,F,70000,4,3,Partial Co,Professional,1,0,San Antonio,OH,43550,4
664,Erik,Anderson,66,M,M,30000,5,0,Partial Hi,Clerical,1,2,Tacoma,MN,55501,1
665,Inga,Larson,36,S,F,50000,0,0,High Schoo,Professional,0,2,Chula Vista,ND,58801,4
666,John,Carlson,57,M,M,50000,3,0,Graduate D,Management,1,2,Racine,WI,53182,0
667,Ingrid,Olson,74,S,F,30000,2,0,Partial Co,Clerical,1,2,Novato,WY,82070,3
668,John,Olson,56,S,M,80000,3,2,Partial Co,Professional,0,1,Glendale,ND,58436,4
669,Carl,Carlson,33,M,M,40000,0,0,Partial Hi,Clerical,1,2,Orlando,WI,53488,5
670,Sven,Olson,35,S,M,60000,1,0,Graduate D,Professional,0,0,Beaverton,SD,57505,1
671,John,Anderson,70,S,M,60000,3,0,Graduate D,Management,1,2,Ballard,MN,56572,1
672,Inga,Johnson,71,S,F,20000,1,0,Bachelors,Clerical,0,0,Daly City,ND,58690,4
673,Ole,Johnson,53,S,M,50000,2,1,High Schoo,Professional,1,2,National City,ND,58243,4
674,Katrin,Johnson,31,M,F,30000,0,0,High Schoo,Skilled Manual,1,2,Downey,ND,58084,4
675,Ole,Johnson,47,S,M,80000,4,3,Partial Co,Professional,0,2,Everett,MN,55108,1
676,Carl,Johnson,43,S,M,50000,2,2,Bachelors,Skilled Manual,1,1,Tacoma,MN,56672,1
677,Sven,Johnson,55,M,M,50000,2,0,Partial Hi,Skilled Manual,1,2,Branch,MN,55056,3
678,Hans,Anderson,46,S,M,50000,4,0,Graduate D,Skilled Manual,1,0,Phoenix,IL,62603,4
679,Katrin,Johnson,48,S,F,100000,3,2,Partial Co,Professional,1,4,Chula Vista,ND,58066,4
680,John,Carlson,44,M,M,50000,1,0,Partial Co,Skilled Manual,1,1,National City,ND,58251,4
681,Kirsten,Larson,43,S,F,20000,1,1,Partial Co,Manual,0,1,Daly City,ND,58670,4
682,Inga,Olson,75,S,F,60000,2,0,Graduate D,Management,0,2,San Carlos,ND,58566,4
683,Katrin,Hanson,49,S,F,50000,1,0,Partial Co,Skilled Manual,1,1,Beverly Hills,ND,58714,4
684,Hans,Larson,41,M,M,70000,5,0,Graduate D,Professional,1,0,Oakland,ND,58183,4
685,Hans,Hanson,51,M,M,20000,2,0,Partial Co,Manual,1,1,Colma,ND,58646,4
686,Katrin,Hanson,40,M,F,20000,2,2,High Schoo,Manual,1,1,Kirkland,MN,56085,1
687,John,Larson,41,S,M,50000,2,2,Bachelors,Skilled Manual,1,0,Lynnwood,MN,55082,1
688,Ella,Anderson,49,M,F,40000,4,3,High Schoo,Skilled Manual,0,3,Colma,ND,58389,4
689,Sven,Anderson,48,M,M,70000,2,1,Partial Co,Professional,1,0,Colma,ND,58496,4
690,Hans,Hanson,38,M,M,70000,0,0,Partial Co,Skilled Manual,1,2,Visalia,ND,58403,4
691,Erik,Johnson,43,S,M,30000,1,0,Partial Co,Clerical,1,1,Downey,ND,58656,4
692,Erik,Johnson,60,M,M,40000,2,1,Partial Hi,Skilled Manual,1,2,Bellingham,MN,55939,1
693,Carl,Hanson,74,M,M,60000,2,0,Graduate D,Management,1,2,Duluth,MN,55802,3
694,Ella,Larson,30,M,F,10000,0,0,Partial Co,Manual,1,1,Beaverton,SD,57437,1
695,Erik,Johnson,48,S,M,60000,1,0,Bachelors,Professional,1,1,Newport Hills,MN,55485,1
696,Erik,Olson,38,S,M,20000,1,1,Partial Co,Manual,0,1,Bellflower,ND,58721,4
697,Ella,Hanson,54,M,F,10000,2,0,Partial Co,Manual,0,0,Concord,ND,58588,4
698,John,Johnson,30,M,M,20000,0,0,Partial Hi,Manual,0,2,Snohomish,MN,56660,1
699,Erika,Olson,47,S,F,100000,0,2,Partial Co,Professional,0,1,Redwood City,ND,58842,4
700,John,Carlson,44,S,M,70000,4,0,Graduate D,Professional,1,0,Chula Vista,ND,58769,4
701,Ella,Hanson,48,S,F,10000,1,0,Graduate D,Manual,0,0,Grossmont,ND,58039,4
702,Carl,Larson,42,M,M,80000,0,0,Bachelors,Management,0,1,Concord,ND,58811,4
703,Carl,Olson,40,M,M,50000,1,1,Bachelors,Skilled Manual,0,0,Woodburn,SD,57429,1
704,Ingrid,Hanson,42,S,F,90000,0,0,Partial Co,Professional,1,1,Redwood City,ND,58799,4
705,Kirsten,Hanson,46,M,F,70000,0,0,Bachelors,Professional,1,1,Palo Alto,ND,58171,4
706,Ole,Olson,38,S,M,80000,5,5,Graduate D,Management,0,2,Newport Beach,ND,58422,4
707,Hans,Johnson,36,S,M,60000,1,0,Graduate D,Professional,0,0,San Gabriel,ND,58018,4
708,John,Larson,65,S,M,50000,5,0,Bachelors,Management,0,2,Nashua,MT,59365,2
709,Kirsten,Johnson,32,M,F,30000,0,0,Partial Co,Clerical,0,1,Wrentham,WY,82230,2
710,Inga,Johnson,51,M,F,40000,2,0,Partial Co,Clerical,0,1,Everett,MN,56178,1
711,Carl,Carlson,68,S,M,90000,5,0,Bachelors,Management,0,2,El Cajon,ND,58397,4
712,Sven,Anderson,51,M,M,50000,4,0,Graduate D,Skilled Manual,1,0,Concord,ND,58109,4
713,Ella,Olson,57,M,F,50000,3,0,Graduate D,Management,1,2,West Covina,ND,58097,4
714,Sven,Larson,34,M,M,60000,0,0,Partial Co,Professional,1,2,Burbank,ND,58691,4
715,Hans,Larson,49,S,M,50000,2,0,High Schoo,Skilled Manual,0,2,West Covina,ND,58481,4
716,Kirsten,Larson,63,M,F,60000,5,0,Bachelors,Management,1,3,Chula Vista,ND,58503,4
717,Sven,Olson,43,S,M,100000,1,0,Bachelors,Management,1,2,Burbank,ND,58838,4
718,Carl,Anderson,53,S,M,20000,1,0,Bachelors,Clerical,1,0,Seattle,MN,55086,1
719,John,Johnson,45,M,M,20000,2,2,High Schoo,Manual,1,1,Downey,ND,58728,4
720,Carl,Johnson,34,S,M,70000,0,0,High Schoo,Management,1,2,Chula Vista,ND,58342,4
721,Hans,Carlson,73,M,M,60000,3,0,Graduate D,Management,0,2,Lemon Grove,ND,58617,4
722,John,Olson,44,M,M,40000,0,0,Bachelors,Skilled Manual,1,0,Crossville,IN,47022,5
723,Ole,Johnson,48,M,M,40000,3,2,High Schoo,Skilled Manual,0,2,Issaquah,MN,55527,1
724,Erika,Carlson,44,S,F,100000,0,3,Partial Co,Professional,0,2,North Miami Beach,WI,54574,5
725,Erik,Hanson,49,M,M,70000,5,4,Partial Co,Professional,1,3,Miami,WI,53330,5
726,Hans,Olson,39,S,M,100000,0,5,High Schoo,Management,1,4,El Cajon,ND,58613,4
727,Ella,Anderson,48,M,F,20000,1,0,Graduate D,Clerical,1,0,Downey,ND,58073,4
728,Inga,Anderson,36,M,F,50000,0,0,Graduate D,Skilled Manual,1,0,Palo Alto,ND,58845,4
729,John,Johnson,51,S,M,50000,4,0,Graduate D,Skilled Manual,0,0,Santa Cruz,ND,58620,4
730,Ingrid,Johnson,58,M,F,80000,4,1,High Schoo,Professional,1,3,Colma,ND,58489,4
731,John,Johnson,34,M,M,10000,2,2,High Schoo,Manual,1,0,Nashville,IN,46226,5
732,Carl,Hanson,48,M,M,40000,3,2,High Schoo,Skilled Manual,1,2,Lincoln Acres,ND,58537,4
733,Carl,Hanson,40,S,M,40000,2,2,Partial Co,Clerical,1,0,Bellflower,ND,58652,4
734,Ole,Larson,53,S,M,60000,2,1,Partial Co,Professional,1,1,W. Linn,SD,57799,1
735,Erik,Hanson,41,S,M,60000,1,0,Graduate D,Professional,0,0,West Kingston,SD,57013,0
736,Erik,Hanson,32,M,M,70000,0,0,Partial Co,Professional,0,2,Edmonds,MN,56466,1
737,John,Larson,42,M,M,110000,2,1,Graduate D,Management,0,3,Concord,ND,58215,4
738,Inga,Anderson,46,S,F,60000,4,4,Bachelors,Professional,1,3,Chula Vista,ND,58217,4
739,Ole,Anderson,61,S,M,40000,2,1,High Schoo,Professional,0,2,Puyallup,MN,55524,1
740,John,Olson,48,S,M,10000,1,0,Bachelors,Manual,1,0,Wood Dale,IL,60191,3
741,John,Larson,43,S,M,70000,5,5,Bachelors,Professional,1,3,Colma,ND,58184,4
742,Carl,Anderson,38,S,M,110000,0,5,High Schoo,Management,0,4,Lake Oswego,SD,57423,1
743,Ole,Anderson,35,M,M,20000,0,0,High Schoo,Manual,0,1,Colma,ND,58487,4
744,Ole,Hanson,45,M,M,70000,5,5,Bachelors,Professional,1,4,Sequim,MN,55507,1
745,Erik,Olson,49,S,M,50000,1,0,Partial Co,Skilled Manual,1,1,Eureka,ND,58394,4
746,Carl,Larson,34,S,M,70000,4,0,Graduate D,Professional,0,0,Oregon City,SD,57615,1
747,Hans,Larson,42,M,M,10000,2,2,High Schoo,Manual,0,1,Bellflower,ND,58029,4
748,Katrin,Johnson,34,M,F,10000,0,0,Partial Hi,Manual,0,2,Downey,IN,47782,5
749,Carl,Johnson,41,M,M,20000,0,0,Partial Co,Manual,0,1,Burien,MN,56745,1
750,Erik,Anderson,48,M,M,60000,1,0,Partial Co,Skilled Manual,1,1,Fontana,ND,58156,4
751,Ole,Larson,48,S,M,50000,1,0,Partial Co,Skilled Manual,1,1,La Jolla,ND,58520,4
752,Sven,Johnson,52,S,M,40000,2,0,Partial Co,Clerical,1,1,Long Beach,ND,58351,4
753,John,Anderson,54,S,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Salem,SD,57218,1
754,Erika,Anderson,30,M,F,30000,0,0,High Schoo,Skilled Manual,1,2,Concord,ND,58196,4
755,Ingrid,Johnson,43,S,F,30000,1,1,Bachelors,Clerical,0,1,Coronado,ND,58604,4
756,Carl,Olson,64,M,M,50000,5,0,Bachelors,Management,1,3,Marysville,MN,56204,1
757,John,Johnson,47,S,M,70000,0,0,Bachelors,Professional,0,2,Concord,ND,58487,4
758,Kirsten,Larson,57,S,F,70000,4,3,High Schoo,Professional,1,1,Colma,ND,58794,4
759,Katrin,Carlson,42,S,F,90000,4,4,Partial Co,Skilled Manual,1,2,Southfield,WY,82897,0
760,Erik,Hanson,47,M,M,60000,3,2,Graduate D,Professional,1,0,Marysville,MN,56334,1
761,Erik,Hanson,47,M,M,20000,4,4,High Schoo,Manual,1,1,Downey,ND,58183,4
762,John,Hanson,45,M,M,70000,0,0,Bachelors,Professional,1,1,Lynnwood,MN,55421,1
763,Sven,Johnson,50,M,M,100000,0,3,Partial Co,Professional,1,2,Everett,MN,55513,1
764,John,Anderson,45,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,Austin,OH,45841,4
765,Ingrid,Anderson,52,M,F,30000,1,0,Graduate D,Clerical,1,0,Westport,OH,45688,0
766,Carl,Carlson,53,M,M,90000,2,1,Partial Co,Professional,1,1,Marietta,WY,82014,5
767,Ella,Larson,42,M,F,80000,4,3,Bachelors,Management,0,0,Milwaukie,SD,57056,1
768,John,Johnson,61,M,M,100000,3,4,Partial Co,Management,0,4,Tacoma,MN,55327,1
769,Ella,Carlson,51,M,F,60000,4,3,Bachelors,Professional,1,0,Wenatchee,MN,55629,1
770,John,Hanson,45,M,M,20000,1,1,Partial Co,Manual,0,0,Burlingame,ND,58503,4
771,Erik,Anderson,41,S,M,50000,2,2,Bachelors,Skilled Manual,0,0,Colma,ND,58117,4
772,Sven,Carlson,71,M,M,70000,5,0,Graduate D,Management,1,2,Lemon Grove,ND,58735,4
773,Carl,Larson,57,S,M,70000,4,3,Partial Co,Professional,0,1,Lake Oswego,SD,57291,1
774,Carl,Johnson,48,M,M,30000,1,0,Partial Co,Clerical,1,1,Colma,ND,58068,4
775,Erik,Anderson,30,S,M,10000,0,0,Partial Co,Manual,0,1,Baldwin Park,ND,58606,4
776,Hans,Carlson,39,M,M,50000,0,0,Graduate D,Skilled Manual,1,0,Concord,ND,58510,4
777,Sven,Carlson,58,M,M,60000,2,1,High Schoo,Professional,1,2,National City,ND,58102,4
778,Katrin,Olson,64,S,F,30000,5,0,Partial Hi,Skilled Manual,0,4,W. Linn,SD,57292,1
779,Kirsten,Olson,41,M,F,50000,0,0,Graduate D,Skilled Manual,1,0,Burien,MN,56284,1
780,Erik,Carlson,52,S,M,60000,3,2,Bachelors,Professional,0,1,Issaquah,MN,56173,1
781,Carl,Anderson,37,S,M,50000,1,0,Graduate D,Skilled Manual,0,0,Santa Cruz,ND,58376,4
782,Erika,Anderson,32,M,F,40000,0,0,Partial Hi,Clerical,1,2,Colma,ND,58794,4
783,Kirsten,Anderson,39,S,F,110000,0,5,Partial Hi,Management,0,4,San Francisco,ND,58386,4
784,Sven,Hanson,40,S,M,70000,5,5,Graduate D,Professional,1,2,Bellevue,MN,55661,1
785,Hans,Anderson,56,S,M,50000,2,0,Partial Co,Skilled Manual,0,2,San Diego,ND,58203,4
786,Ole,Anderson,40,S,M,50000,4,0,Graduate D,Skilled Manual,1,0,Winston-Salem,ND,58772,5
787,Inga,Anderson,44,M,F,50000,0,0,Graduate D,Skilled Manual,1,0,Camarillo,ND,58196,4
788,Erika,Carlson,30,M,F,60000,0,0,Partial Hi,Skilled Manual,0,3,Concord,ND,58374,4
789,Kirsten,Hanson,52,M,F,130000,0,0,Graduate D,Management,1,4,El Segundo,ND,58658,4
